X,Y,Z,formation
2.623540596199609,0.4734895963685609,1.3851712068863062,Interface 1
0.5377851978575923,0.7913123026308969,1.2151475885657197,Interface 1
2.766645319835008,0.9629415290541763,0.9373313547680916,Interface 1
0.07902940297364847,0.5175661812207035,0.9479730881503816,Interface 1
2.677558494022638,0.9290602481628666,1.0461463454219118,Interface 1
0.25679543740048516,0.5619339170066169,1.1002086372551605,Interface 1
2.723283790015912,0.9577628537106518,0.9815669134812925,Interface 1
0.764602948759479,0.4927308661574388,1.573294872064701,Interface 1
0.8069229491826206,0.4466632355955461,1.6240555915290447,Interface 1
2.006627002307985,0.13344776726997842,1.8976287270130283,Interface 1
2.136481199352218,0.8380686581426039,1.5131214513042814,Interface 1
0.14646514654866716,0.44329324739682563,1.0492860807601603,Interface 1
1.9083819710192809,0.4241725857732974,1.8549366546631696,Interface 1
2.718362772929009,0.106640857283261,1.4050267397662801,Interface 1
0.5705785438609763,0.8537518212329224,1.1972788727487917,Interface 1
2.8160444217046914,0.3510495546886846,2.258840575711574,Interface 2
2.002146103223899,0.6856612819284785,2.682402742011059,Interface 2
1.9882288390900023,0.1228256629877913,2.906599256052437,Interface 2
2.102562010533884,0.9484015560002688,2.444895658954709,Interface 2
2.4842021582540483,0.2628567694471061,2.576704894239471,Interface 2
2.058061766622958,0.21182759527321648,2.8612648141014168,Interface 2
2.987329354046126,0.3225458670471476,2.102083687020893,Interface 2
0.4216299919003611,0.37805849024429716,2.3386312688460973,Interface 2
0.32419902983097415,0.17046924120187024,2.304054914625902,Interface 2
1.9693605355865755,0.3585918078575213,2.8580111332385703,Interface 2
1.6002400973900806,0.0647385647475992,2.9974717543982923,Interface 2
0.8683117477658421,0.741718885826105,2.5005476628790033,Interface 2
0.30971040159043683,0.35449745252947784,2.2426038804355324,Interface 2
1.912423442868735,0.047629237543600045,2.941076737863532,Interface 2
0.719157788451273,0.6692454965754532,2.4430412375064128,Interface 2
1.9137719454403195,0.7521322154250053,3.6719919689103246,Interface 3
2.683363601636775,0.5397044394572887,3.3002211514183255,Interface 3
0.6289302338347724,0.933521627866583,3.183287294386149,Interface 3
1.2536911709182008,0.19661029574918776,3.9308764369213205,Interface 3
2.305299142382255,0.8258108889186853,3.420125173125056,Interface 3
1.4050476097915616,0.556018718413818,3.8356582928748657,Interface 3
1.3277732945555079,0.004902407954912258,3.970602938074217,Interface 3
2.523933265803781,0.3230213806706632,3.527409258374173,Interface 3
1.512998613013702,0.941877502703228,3.586600970965398,Interface 3
1.709246058717411,0.5939855503195679,3.819147815995628,Interface 3
1.5493568922515881,0.03338619239330132,3.999212916970539,Interface 3
1.4175479484938425,0.6548215806876352,3.781437031721917,Interface 3
1.4265199191707663,0.4695463520412577,3.8813838478244933,Interface 3
0.3091485731623512,0.9241855262278001,2.9067325319659068,Interface 3
1.6102542253550998,0.47381300560701745,3.889056591297349,Interface 3
