X;Y;Z;Strati;PART_ID
1.171598;-0.134880;2.70886;0.780000;1
1.274289;0.028307;2.67915;0.780000;1
1.376980;0.191494;2.64944;0.780000;1
1.457114;-0.046120;2.62241;0.780000;1
1.537247;-0.283733;2.59538;0.780000;1
1.622293;-0.068358;2.56124;0.780000;1
1.707339;0.147018;2.5271;0.780000;1
1.798813;0.274980;2.49189;0.780000;1
1.890287;0.402941;2.45669;0.780000;1
2.076264;0.352442;2.39837;0.780000;1
2.131952;0.140300;2.37999;0.780000;1
2.187640;-0.071842;2.3616;0.780000;1
2.243328;-0.283984;2.34321;0.780000;1
2.291617;-0.058261;2.3222;0.780000;1
2.339906;0.167462;2.30118;0.780000;1
2.388195;0.393186;2.28017;0.780000;1
2.432369;0.162576;2.25915;0.780000;1
2.476543;-0.068034;2.23814;0.780000;1
2.520717;-0.298644;2.21713;0.780000;1
2.568174;-0.091104;2.19874;0.780000;1
2.615631;0.116435;2.18035;0.780000;1
2.663089;0.323975;2.16196;0.780000;1
2.737689;0.173283;2.13832;0.780000;1
2.812290;0.022590;2.11468;0.780000;1
2.962018;0.217818;2.06582;0.780000;1
3.037472;0.025055;2.04553;0.780000;1
3.112926;-0.167708;2.02524;0.780000;1
3.277232;-0.110048;1.97756;0.780000;1
3.366329;0.036554;1.9519;0.780000;1
3.455427;0.183156;1.92624;0.780000;1
3.513709;-0.012682;1.90132;0.780000;1
3.571991;-0.208519;1.8764;0.780000;1
3.630273;-0.404357;1.85148;0.780000;1
3.685427;-0.146161;1.81898;0.780000;1
3.740581;0.112034;1.78648;0.780000;1
3.795736;0.370230;1.75398;0.780000;1
3.845653;0.172782;1.72344;0.780000;1
3.895570;-0.024665;1.69289;0.780000;1
3.945487;-0.222113;1.66235;0.780000;1
4.017199;-0.074821;1.63083;0.780000;1
4.088910;0.072470;1.5993;0.780000;1
4.149589;0.240852;1.5993;0.780000;1
4.210267;0.409233;1.5993;0.780000;1
4.274295;0.231157;1.60403;0.780000;1
4.338323;0.053080;1.60876;0.780000;1
4.387772;0.232895;1.63556;0.780000;1
4.437222;0.412709;1.66235;0.780000;1
4.500265;0.434444;1.75061;0.780000;1
4.514449;0.498122;1.87197;0.780000;1
4.500265;0.411808;2.028;0.780000;1
4.500352;0.158034;2.08097;0.780000;1
4.500440;-0.095740;2.13394;0.780000;1
4.500527;-0.349514;2.18692;0.780000;1
4.512873;-0.311110;2.34321;0.780000;1
4.516201;-0.053473;2.39347;0.780000;1
4.519527;0.204165;2.44373;0.780000;1
4.522855;0.461802;2.49399;0.780000;1
4.527320;0.197748;2.5636;0.780000;1
4.531786;-0.066307;2.63321;0.780000;1
4.538090;-0.070918;2.7719;0.780000;1
4.545182;0.160893;2.90272;0.780000;1
4.541636;-0.031950;2.9634;0.780000;1
4.538090;-0.224792;3.02407;0.780000;1
4.516026;-0.474386;3.14386;0.780000;1
4.525482;-0.325512;3.23842;0.780000;1
4.546496;-0.077604;3.26364;0.780000;1
4.567510;0.170305;3.28886;0.780000;1
4.588524;0.418214;3.31407;0.780000;1
4.624774;0.134552;3.32353;0.780000;1
4.661023;-0.149110;3.33298;0.780000;1
4.725642;0.044801;3.32983;0.780000;1
4.790262;0.238712;3.32668;0.780000;1
4.966783;0.313669;3.3519;0.780000;1
5.105477;0.291167;3.40233;0.780000;1
5.165127;0.343179;3.51693;0.780000;1
5.155911;0.379919;3.67972;0.780000;1
5.156391;0.169645;3.75312;0.780000;1
5.156872;-0.040629;3.82653;0.780000;1
5.150087;-0.249164;3.89812;0.780000;1
5.143302;-0.457698;3.96972;0.780000;1
5.142021;-0.182160;4.01354;0.780000;1
5.140739;0.093379;4.05736;0.780000;1
5.139458;0.368918;4.10119;0.780000;1
5.147685;0.125009;4.15523;0.780000;1
5.155912;-0.118899;4.20928;0.780000;1
5.174824;0.044769;4.27233;0.780000;1
5.193737;0.208437;4.33537;0.780000;1
