X;Y;Z;Strati;PART_ID
15.289856;0.038925;1.15377;3.900000;1
15.238041;-0.221445;1.16369;3.900000;1
15.186225;-0.481815;1.1736;3.900000;1
15.150331;-0.235131;1.18467;3.900000;1
15.114437;0.011552;1.19574;3.900000;1
15.078543;0.258236;1.20681;3.900000;1
15.031657;0.024978;1.22418;3.900000;1
14.984773;-0.208279;1.24155;3.900000;1
14.937887;-0.441536;1.25892;3.900000;1
14.885736;-0.174181;1.27946;3.900000;1
14.833583;0.093174;1.3;3.900000;1
14.781431;0.360529;1.32054;3.900000;1
14.698910;0.211078;1.3537;3.900000;1
14.616388;0.061627;1.38686;3.900000;1
14.467146;0.066878;1.44368;3.900000;1
14.317634;0.301399;1.49635;3.900000;1
14.181914;0.115108;1.54418;3.900000;1
14.116894;0.256551;1.56837;3.900000;1
14.051873;0.397993;1.59255;3.900000;1
13.946984;0.307047;1.63718;3.900000;1
13.828439;0.188005;1.68713;3.900000;1
13.662701;-0.002161;1.74741;3.900000;1
13.466489;-0.193424;1.82027;3.900000;1
13.277207;-0.147185;1.88096;3.900000;1
13.210272;0.054871;1.89676;3.900000;1
13.143337;0.256926;1.91257;3.900000;1
13.034733;0.130914;1.92509;3.900000;1
12.911773;-0.064137;1.94195;3.900000;1
12.772409;-0.180366;1.97187;3.900000;1
12.635098;-0.177946;2.00441;3.900000;1
12.485490;-0.267971;2.05525;3.900000;1
12.418439;-0.081574;2.08322;3.900000;1
12.351388;0.104823;2.11118;3.900000;1
12.301346;-0.134908;2.13028;3.900000;1
12.251304;-0.374639;2.14937;3.900000;1
12.199150;-0.175130;2.16688;3.900000;1
12.146996;0.024378;2.1844;3.900000;1
11.681143;-0.091988;2.45514;3.900000;2
11.625896;0.101024;2.49092;3.900000;2
11.570650;0.294036;2.5267;3.900000;2
11.515404;0.487048;2.56248;3.900000;2
11.408793;0.218089;2.63007;3.900000;2
11.317797;-0.283091;2.68637;3.900000;2
11.231979;0.205193;2.7377;3.900000;2
11.135729;-0.351542;2.79535;3.900000;2
11.020432;0.390264;2.82621;3.900000;2
10.896647;-0.425699;2.83684;3.900000;2
10.767434;-0.040702;2.82663;3.900000;2
10.634283;0.374627;2.81549;3.900000;2
10.515129;-0.376984;2.80497;3.900000;2
10.416675;-0.083784;2.79581;3.900000;2
10.312689;-0.438789;2.78703;3.900000;2
10.182472;-0.320403;2.7773;3.900000;2
10.035873;0.026322;2.7544;3.900000;2
9.901889;0.476288;2.7191;3.900000;2
9.736984;0.393816;2.64523;3.900000;2
9.621649;0.286747;2.52269;3.900000;2
9.600023;-0.272009;2.41096;3.900000;2
9.592815;0.204375;2.21633;3.900000;2
9.592815;-0.310521;2.05774;3.900000;2
9.589211;0.345622;1.94601;3.900000;2
9.582001;0.213355;1.83428;3.900000;2
9.574793;0.439873;1.67569;3.900000;2
9.592024;0.170265;1.51819;3.900000;2
9.620529;0.151214;1.34953;3.900000;2
9.647773;0.336139;1.22923;3.900000;2
9.682293;0.173070;1.13336;3.900000;2
9.725352;0.228900;1.01358;3.900000;2
9.775251;-0.303244;0.904769;3.900000;2
9.831948;-0.366380;0.791293;3.900000;2
11.363295;-0.032501;2.65822;3.900000;2
11.274888;-0.038949;2.71204;3.900000;2
11.183854;-0.073175;2.76653;3.900000;2
11.097297;-0.104273;2.80564;3.900000;2
11.058865;0.142995;2.81593;3.900000;2
10.979171;0.118276;2.82976;3.900000;2
10.937909;-0.153711;2.8333;3.900000;2
10.832041;-0.233201;2.83174;3.900000;2
10.700859;0.166963;2.82106;3.900000;2
10.594565;0.124090;2.81198;3.900000;2
10.554847;-0.126447;2.80848;3.900000;2
10.465902;-0.230384;2.80039;3.900000;2
10.364681;-0.261287;2.79142;3.900000;2
10.109173;-0.147041;2.76585;3.900000;2
9.968882;0.251305;2.73675;3.900000;2
9.610836;0.007369;2.46682;3.900000;2
9.596419;-0.033817;2.31364;3.900000;2
9.592815;-0.053073;2.13703;3.900000;2
9.591614;-0.091807;2.0205;3.900000;2
9.590412;0.126908;1.98325;3.900000;2
9.583408;0.305069;1.59694;3.900000;2
9.750301;-0.037172;0.959173;3.900000;2
