X;Y;Z;Strati;PART_ID
8.204730;0.310298;0.882512;2.500000;1
8.186468;0.074862;0.938652;2.500000;1
8.168205;-0.160573;0.994792;2.500000;1
8.149943;-0.396008;1.05093;2.500000;1
8.102137;-0.164049;1.18828;2.500000;1
8.079607;0.043869;1.26234;2.500000;1
8.057078;0.251787;1.33641;2.500000;1
8.035432;0.127101;1.42294;2.500000;1
8.013785;0.002415;1.50947;2.500000;1
8.000569;0.162278;1.6022;2.500000;1
7.987353;0.322141;1.69494;2.500000;1
7.979606;0.075234;1.75407;2.500000;1
7.971859;-0.171674;1.8132;2.500000;1
7.964111;-0.418581;1.87233;2.500000;1
7.962174;-0.196796;1.93052;2.500000;1
7.960238;0.024990;1.98871;2.500000;1
7.958301;0.246775;2.0469;2.500000;1
7.964111;0.490803;2.21958;2.500000;1
7.964118;0.243567;2.2629;2.500000;1
7.964126;-0.003670;2.30622;2.500000;1
7.964133;-0.250907;2.34954;2.500000;1
7.964140;-0.498143;2.39286;2.500000;1
7.964130;-0.231130;2.45085;2.500000;1
7.964121;0.035884;2.50885;2.500000;1
7.964111;0.302897;2.56684;2.500000;1
7.966010;0.067941;2.62488;2.500000;1
7.967909;-0.167015;2.68292;2.500000;1
7.969808;-0.401971;2.74096;2.500000;1
7.975470;-0.110886;2.79324;2.500000;1
7.981131;0.180198;2.84551;2.500000;1
7.986793;0.471283;2.89779;2.500000;1
7.992821;0.243170;2.94766;2.500000;1
7.998849;0.015057;2.99753;2.500000;1
8.004877;-0.213056;3.0474;2.500000;1
8.014992;0.005565;3.16991;2.500000;1
8.041504;0.209490;3.22657;2.500000;1
8.068016;0.413415;3.28323;2.500000;1
8.171919;0.350937;3.41447;2.500000;1
8.268787;0.384358;3.49865;2.500000;1
8.385194;0.299285;3.55666;2.500000;1
8.528170;0.270380;3.63559;2.500000;1
8.579895;0.043331;3.66524;2.500000;1
8.631619;-0.183719;3.69489;2.500000;1
8.683345;-0.410769;3.72453;2.500000;1
8.850460;-0.292513;3.80129;2.500000;1
9.008642;-0.360996;3.86414;2.500000;1
9.084467;-0.100057;3.88701;2.500000;1
9.160292;0.160881;3.90989;2.500000;1
9.314689;0.404078;3.95714;2.500000;1
9.393667;0.211508;3.97595;2.500000;1
9.472647;0.018939;3.99476;2.500000;1
9.544981;-0.193716;4.01033;2.500000;1
9.617314;-0.406371;4.02591;2.500000;1
9.664015;-0.160875;4.03489;2.500000;1
9.710715;0.084621;4.04388;2.500000;1
9.757416;0.330118;4.05286;2.500000;1
9.814322;0.136367;4.06517;2.500000;1
9.871227;-0.057383;4.07747;2.500000;1
9.928133;-0.251134;4.08978;2.500000;1
11.427021;-0.050682;4.10741;2.500000;2
11.562702;0.078585;4.00951;2.500000;2
11.616794;-0.209537;3.96826;2.500000;2
11.670885;-0.497660;3.927;2.500000;2
11.711484;-0.247746;3.89919;2.500000;2
11.752084;0.002167;3.87139;2.500000;2
11.792683;0.252080;3.84357;2.500000;2
11.838969;0.026539;3.81307;2.500000;2
11.885257;-0.199002;3.78256;2.500000;2
11.931543;-0.424544;3.75206;2.500000;2
12.088167;-0.460560;3.66106;2.500000;2
12.241659;-0.446470;3.57511;2.500000;2
12.324155;-0.269887;3.53746;2.500000;2
12.406651;-0.093304;3.4998;2.500000;2
12.492773;-0.248091;3.46433;2.500000;2
12.578897;-0.402877;3.42886;2.500000;2
12.666503;-0.202717;3.39593;2.500000;2
12.754109;-0.002556;3.363;2.500000;2
12.838088;-0.246862;3.32788;2.500000;2
12.922067;-0.491168;3.29277;2.500000;2
13.088507;-0.434011;3.22865;2.500000;2
13.171923;-0.242416;3.19627;2.500000;2
13.255338;-0.050821;3.1639;2.500000;2
13.339708;0.113178;3.12816;2.500000;2
13.424079;0.277177;3.09242;2.500000;2
13.588610;0.490791;3.03503;2.500000;2
13.746824;0.377564;2.99881;2.500000;2
13.823914;0.132271;2.99385;2.500000;2
13.901003;-0.113021;2.98888;2.500000;2
14.062316;-0.009696;2.98463;2.500000;2
14.221975;-0.108989;2.97232;2.500000;2
14.376693;-0.356290;2.95339;2.500000;2
14.522757;-0.362521;2.91848;2.500000;2
14.569277;-0.145768;2.90715;2.500000;2
14.615796;0.070986;2.89582;2.500000;2
14.662316;0.287739;2.88449;2.500000;2
14.710289;0.032530;2.86722;2.500000;2
14.758262;-0.222679;2.84996;2.500000;2
14.806234;-0.477887;2.83269;2.500000;2
14.858789;-0.203101;2.81095;2.500000;2
14.911344;0.071686;2.78921;2.500000;2
14.963899;0.346473;2.76747;2.500000;2
15.134109;0.278828;2.68428;2.500000;2
15.293016;0.128696;2.61235;2.500000;2
15.386868;-0.020166;2.56988;2.500000;2
15.480721;-0.169029;2.52739;2.500000;2
