Type,Name,ColorR,ColorG,ColorB,Density,Susceptibility,RemanentMagnetization,ThermalConductivity,HeatProductionRate,SpecificHeat,Porosity,FluidVelocity,Velocity,
Fault,Abrolhos_Transfer,255,193,37,Normal(2.67;0;100),Normal(0;0;100),Normal(0;0;100;0;0),Log-normal(2;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Normal(0;0;100;0;0),Log-normal(1500;0;100)
Fault,Coomallo,205,0,0,Normal(2.67;0;100),Normal(0;0;100),Normal(0;0;100;0;0),Log-normal(2;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Normal(0;0;100;0;0),Log-normal(1500;0;100)
Fault,Darling,139,10,80,Normal(2.67;0;100),Normal(0;0;100),Normal(0;0;100;0;0),Log-normal(2;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Normal(0;0;100;0;0),Log-normal(1500;0;100)
Fault,Dathagnoor,255,193,37,Normal(2.67;0;100),Normal(0;0;100),Normal(0;0;100;0;0),Log-normal(2;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Normal(0;0;100;0;0),Log-normal(1500;0;100)
Fault,Eneabba_North,205,0,0,Normal(2.67;0;100),Normal(0;0;100),Normal(0;0;100;0;0),Log-normal(2;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Normal(0;0;100;0;0),Log-normal(1500;0;100)
Fault,Eneabba_South,255,99,71,Normal(2.67;0;100),Normal(0;0;100),Normal(0;0;100;0;0),Log-normal(2;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Normal(0;0;100;0;0),Log-normal(1500;0;100)
Fault,Hypo_fault_E,255,0,0,Normal(2.67;0;100),Normal(0;0;100),Normal(0;0;100;0;0),Log-normal(2;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Normal(0;0;100;0;0),Log-normal(1500;0;100)
Fault,Hypo_fault_W,255,0,0,Normal(2.67;0;100),Normal(0;0;100),Normal(0;0;100;0;0),Log-normal(2;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Normal(0;0;100;0;0),Log-normal(1500;0;100)
Fault,Urella_North,255,0,0,Normal(2.67;0;100),Normal(0;0;100),Normal(0;0;100;0;0),Log-normal(2;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Normal(0;0;100;0;0),Log-normal(1500;0;100)
Fault,Urella_South,238,154,73,Normal(2.67;0;100),Normal(0;0;100),Normal(0;0;100;0;0),Log-normal(2;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Normal(0;0;100;0;0),Log-normal(1500;0;100)
Fault,Warramia,255,106,106,Normal(2.67;0;100),Normal(0;0;100),Normal(0;0;100;0;0),Log-normal(2;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Log-normal(1e-007;0;100),Normal(0;0;100;0;0),Log-normal(1500;0;100)
