G_x,G_y,G_z,X,Y,Z,azimuth,beta,dip,formation,kappa,n_points,polarity
-0.08919935074047941,-0.0073888885276777215,0.9959863855263296,736036.39,1920815.352,577.4070517999999,265.0,0.0,5.135122660567592,CARBO,50.356608656837594,5.0,1.0
0.469145720235759,-0.05941826976322069,0.8811196073194695,739813.86125,1922763.3875,263.06821175,97.0,0.0,28.22228270571677,CARBO,37.875011391967796,7.0,1.0
0.05105627916682106,0.014711741981880688,0.9985874128014524,735071.7894736844,1915714.274210526,398.3932698421053,74.0,0.0,3.0457650566519243,CARBO,40.85151023581397,19.0,1.0
0.017718302384519217,-0.16124089271089542,0.9867560165909324,736843.6799999998,1919419.86,457.6914725,174.0,0.0,9.335281708407823,CARBO,666.0,2.0,1.0
-0.0691678365841328,0.027232923232359853,0.9972332617168821,737556.3633333333,1916518.4666666663,397.822736,291.0,0.0,4.263063997660994,CARBO,666.0,3.0,1.0
0.2620026302303849,-0.21984631039195413,0.9396926207869084,736796.42,1916118.91,413.013233,130.0,0.0,19.99999999983248,CARBO,9999.0,1.0,1.0
0.32460463938905193,-0.13396763023268093,0.9363143180241039,738540.3159999999,1921666.3,374.46126220000014,112.0,0.0,20.55846984031324,CARBO,381.69951373946,5.0,1.0
0.07248412660264883,0.12997563487274708,0.9888641897298523,734162.4554545453,1915829.3327272728,314.0251029090909,29.0,0.0,8.558593221432304,CARBO,53.045701620389615,11.0,1.0
0.5245506561518105,-0.0514443565336272,0.849823562459612,739554.94,1918975.6775,269.43893975000003,96.0,0.0,31.80751575093777,CARBO,41.90083935174373,4.0,1.0
0.1254092178525891,-0.2568546459016822,0.9582787793519812,740609.13,1917678.2266666663,252.46486633333333,154.0,0.0,16.60878100269336,CARBO,873.760975955269,3.0,1.0
0.3166932677113568,-0.13185389017176966,0.939318862704712,739750.0875,1913271.7125,359.0839065,113.0,0.0,20.06251886987799,CARBO,45.30716668828325,4.0,1.0
-0.40536090738946345,0.04680274418392728,0.9129578511066349,737532.84,1917010.5533333328,366.533319,277.0,0.0,24.08264055136453,CARBO,666.0,3.0,1.0
-0.5416752204187018,-0.4545194776710438,0.7071067811875476,737276.51,1917645.86,334.509462,230.0,0.0,44.99999999991897,CARBO,9999.0,1.0,1.0
0.2399002065628744,-0.03291582761783611,0.9702393721053189,736451.7225,1914790.42,255.3093155,98.0,0.0,14.013340459444615,CARBO,37.209041517028304,4.0,1.0
0.2032728437532261,-0.36082419087504797,0.9102120930156022,737642.5325000002,1915441.525,380.20571175,151.0,0.0,24.46532231864515,CARBO,666.0,4.0,1.0
0.4924038765071039,0.0868240888344652,0.8660254037854387,739664.93,1921938.17,399.879234,80.0,0.0,29.99999999988541,CARBO,9999.0,1.0,1.0
0.4678672849671235,-0.15786962694268755,0.8695846045937504,740348.1566666666,1921530.5,236.128146,109.0,0.0,29.589596295121485,CARBO,47.35399871939433,3.0,1.0
0.5731606265872918,-0.006687427256816024,0.8194157518907895,739137.2725,1922013.5,383.344886,91.0,0.0,34.97364902761085,CARBO,666.0,4.0,1.0
0.4269658154545369,-0.05239779365097064,0.9027483944343256,739123.7175,1922598.0325,330.85404175,97.0,0.0,25.478283406889,CARBO,54.919123435194244,4.0,1.0
9.569611691366305e-13,0.18938438791646164,0.9819030265833316,735337.075,1916971.795,453.442238,0.0,0.0,10.916859969674675,CARBO,666.0,2.0,1.0
0.4278435505534904,0.25716433117725457,0.8664966260868753,738227.0466666667,1920339.0,493.38518433333337,59.0,0.0,29.945957749383744,CARBO,43.00686176896232,3.0,1.0
0.3449041685328705,-0.1966894299219348,0.9177986613008506,738764.0179999998,1920520.668,460.9494244,120.0,0.0,23.393646250223803,CARBO,64.81522042318878,5.0,1.0
0.2620026302303849,-0.21984631039195413,0.9396926207869084,739787.85,1920759.56,365.665274,130.0,0.0,19.99999999983248,CARBO,9999.0,1.0,1.0
0.06146660566208687,0.542414055777291,0.8378596830517694,740492.49,1918179.945,285.6418950000001,6.0,0.0,33.08520719212673,CARBO,666.0,2.0,1.0
0.4028487066898393,0.2372680764903892,0.8839778161225963,739773.0440000001,1919571.298,346.37311680000005,60.0,0.0,27.874007693681325,CARBO,666.0,5.0,1.0
0.3997040806106872,-0.024349487552978617,0.9163207682897252,740234.16,1916489.2733333327,476.420221,93.0,0.0,23.60600454929677,CARBO,74.9072013985504,3.0,1.0
0.4896261176232261,-0.3769954343176898,0.7862192489661031,740077.0240000002,1915836.674,356.90800079999997,128.0,0.0,38.16641508399026,CARBO,666.0,5.0,1.0
0.5152937784518611,-0.19288078202749376,0.8350265419813113,739394.56,1915077.2,354.51441650000015,111.0,0.0,33.381397972948086,CARBO,79.78003690087824,2.0,1.0
-0.04048821886178445,0.15110408990490634,0.9876883405950534,737592.955,1917191.35,349.6497645,345.0,0.0,9.000000000030887,CARBO,183.03803725598584,2.0,1.0
-0.2972999793431481,-0.02263068489262401,0.9545158848253152,737177.7780000002,1915605.426,371.0439818,266.0,0.0,17.347125955503348,CARBO,666.0,5.0,1.0
-0.17377441737179208,-0.4706868276292413,0.8650181282281978,738199.2799999998,1915118.343333333,393.99741466666666,200.0,0.0,30.115224676449717,CARBO,666.0,3.0,1.0
-0.4255099775022222,-0.2664602376456752,0.8648353605165949,738323.7366666667,1915338.886666667,384.4379933333333,238.0,0.0,30.13608910805213,CARBO,666.0,3.0,1.0
0.4097585902985068,0.08355228331967568,0.9083594627836764,739113.4325,1923251.3225,194.01153375,78.0,0.0,24.720383116757922,CARBO,107.9306952120908,4.0,1.0
0.6566483562740564,-0.23223786112054198,0.7175503550725453,739466.8424999998,1922977.7275,319.9717875,109.0,0.0,44.147398194630156,CARBO,129.029783844,4.0,1.0
0.4132277268409566,0.5461095363525313,0.7287024221688021,736019.6125,1919179.4775,475.87599400000005,37.0,0.0,43.222276452419656,CARBO,666.0,4.0,1.0
